許可證字號,註銷狀態,註銷日期,註銷理由,有效日期,發證日期,許可證種類,舊證字號,通關簽審文件編號,中文品名,英文品名,適應症,劑型,包裝,藥品類別,管制藥品分類級別,主成分略述,申請商名稱,申請商地址,申請商統一編號,製造商名稱,製造廠廠址,製造廠公司地址,製造廠國別,製程,異動日期,用法用量,包裝與國際條碼
"內衛藥製字第008872號","","","","2028/05/25","1970/08/26","製　劑","","DHY01200887202","""生達""健胃錠","S.M.P. TABLETS ""STANDARD""","胃酸過多、胃痛","錠劑","瓶裝","","","GUAIACOL CARBONATE;;SODIUM BICARBONATE ( EQ TO SODIUM HYDROGEN CARBONATE);;CINNAMON POWDER (CINNAMON CORTEX POWDER);;GENTIAN POWDER;;SCOPOLIA EXTRACT","生達化學製藥股份有限公司","臺南市新營區土庫里土庫6之20號","71122503","生達化學製藥股份有限公司","台南市新營區土庫里土庫6之20號","","TW","","2022/12/15","",""
"內衛藥製字第008873號","","","","2028/05/25","1970/08/26","製　劑","","DHY01200887301","""生達""高克痢懸乳液","PECOLIN SUSPENSION ""STANDARD""","暫時緩解輕微或中度急性腹瀉。","懸液劑","鋁箔袋盒裝;;塑膠瓶裝","","","KAOLIN;;PECTIN","生達化學製藥股份有限公司","臺南市新營區土庫里土庫6之20號","71122503","生達化學製藥股份有限公司二廠","台南市新營區開元路１５４號","","TW","","2023/02/22","腹瀉後使用，每次間隔至少4小時，一日不得超過4次。通常成人每次服用30毫升，依症狀增減。12歲以上，適用成人劑量；6歲以上未滿12歲，每次15毫升；3歲以上未滿6歲，每次7.5毫升。12歲以下之兒童應在醫師藥師藥劑生指示下使用，不宜自行服用。",""
"內衛藥製字第008874號","","","","2029/12/31","1970/08/26","製　劑","","DHY01200887403","“新喜”維他命Ｂ１片１００公絲","VITAMIN B1 TABLETS 100MG“N.C.P”","腳氣病、多發性神經炎、維生素Ｂ１缺乏症","錠劑","瓶裝","","","THIAMINE HYDROCHLORIDE","新喜國際企業股份有限公司","台南市鹽水區孫厝里孫厝寮４之６號","72175181","新喜國際企業股份有限公司","台南市鹽水區孫厝里孫厝寮４之６號","","TW","","2024/07/10","",""
"內衛藥製字第008880號","","","","2029/12/31","1970/08/26","製　劑","","DHY01200888001","“新喜”菸鹼醯胺片","NICOTHAMIDE TABLETS “N.C.P”","菸鹼酸缺乏症。","錠劑","塑膠瓶裝","","","NIACINAMIDE (NICOTINAMIDE)","新喜國際企業股份有限公司","台南市鹽水區孫厝里孫厝寮４之６號","72175181","新喜國際企業股份有限公司","台南市鹽水區孫厝里孫厝寮４之６號","","TW","","2024/07/02","",""
"內衛藥製字第008890號","","","","2029/12/31","1970/08/26","製　劑","","DHY01200889001","“新喜”益克偏糖衣錠","ERGOFEN S.C. TABLETS“N.C.P.”","血管性頭痛如偏頭痛組織胺性頭痛","糖衣錠","瓶裝","","","CAFFEINE;;ERGOTAMINE TARTRATE","新喜國際企業股份有限公司","台南市鹽水區孫厝里孫厝寮４之６號","72175181","正和製藥股份有限公司新營廠","台南市新營區嘉芳里新工路２３號","","TW","","2024/09/12","",""
"內衛藥製字第008968號","","","","2029/12/31","1970/08/27","製　劑","","DHY01200896802","特塞隆磷酸鹽注射劑１ＭＧ/ＭＬ","DEXARON PHOSPHATE INJECTION 1MG/ML","腎上腺皮質機能不全、風濕性關節疾病","注射劑","安瓿;;小瓶","","","DEXAMETHASONE PHOSPHATE (21-BETA)","人人化學製藥股份有限公司","桃園市中壢區中壢工業區南園二路３號","30840213","安星製藥股份有限公司","新竹縣新豐鄉鳳坑村坑子口６７３號","","TW","","2025/01/23","",""
"衛部菌疫輸字第001117號","","","","2029/12/17","2019/12/17","菌　疫","","DHA06000111705","艾法施注射液","MVASI Solution for Injection","1.轉移性大腸直腸癌(mCRC)：(1)與含有5-fluorouracil為基礎的化學療法合併使用，可以作為轉移性大腸或直腸癌病人的第一線治療。(2)與含有5-fluorouracil/leucovorin/oxaliplatin的化學療法合併使用，可以作為先前接受過以 fluoropyrimidine為基礎的化學療法無效且未曾接受過bevacizumab治療的轉移性大腸或直腸癌病人的治療。(3)與含有fluoropyrimidine-irinotecan-或fluoropyrimidine-oxaliplatin-為基礎的化學療法合併使用，可以做為第一線已接受過以MVASI併用化療後惡化之轉移性大腸或直腸癌病人的第二線治療。2.轉移性乳癌(mBC)：與paclitaxel合併使用，可以做為HER2(-)轉移性乳癌病人的第一線治療。3.惡性神經膠質瘤(WHO第4級)-神經膠母細胞瘤：單獨使用可用於治療曾接受標準放射線治療且含temozolomide在內之化學藥物治療失敗之多型性神經膠母細胞瘤(Glioblastoma multiforme)復發之成人病人。4.晚期、轉移性或復發性非鱗狀非小細胞肺癌(NSCLC)：(1)與carboplatin及paclitaxel合併使用，可以作為無法切除的晚期、轉移性或復發性非鱗狀非小細胞肺癌病人的第一線治療。(2)併用erlotinib，可作為無法手術切除的晚期、轉移性或復發性且帶有表皮生長因子受體(EGFR)活化性突變的非鱗狀非小細胞肺癌病人的第一線治療。5.持續性、復發性或轉移性之子宮頸癌(Persistent, Recurrent, or Metastatic Cervical Cancer)：(1)與paclitaxel及cisplatin合併使用可用於治療持續性、復發性或轉移性之子宮頸癌。(2)與paclitaxel及topotecan合併使用可用於無法接受含鉑類藥物治療(platinum therapy)病人之持續性、復發性或轉移性子宮頸癌。6.卵巢上皮細胞、輸管或原發性腹膜癌(Epithelial Ovarian, Fallopian Tube or Primary Peritoneal Cancer)：(1)與carboplatin及paclitaxel合併使用，接著單獨使用MVASI，可以做為第三期或第四期卵巢上皮細胞、輸卵管或原發性腹膜癌病人接受初次手術切除後之治療。(2)與carboplatin及gemcitabine合併使用，可以做為曾接受過第一線含鉑類藥物(platinum-based)化學治療間隔至少6個月再復發（即，對含鉑藥物具感受性），且未曾接受過bevacizumab或其他血管內皮細胞生長因子(VEGF)抑制劑或血管內皮細胞生長因子接受器之標靶藥物(VEGF receptor-targeted agents)治療之復發性卵巢上皮細胞、輸卵管或原發性腹膜癌病人的治療。(3)與carboplatin及paclitaxel合併使用，接著單獨使用MVASI治療，可以做為對含鉑藥物具感受性之復發性卵巢上皮細胞、輸卵管或原發性腹膜癌病人的治療。(4)併用paclitaxel、topotecan或pegylated liposomal doxorubicin可以做為接受過含鉑類藥物(platinum-based)化療治療後6個月內再復發（即，對含鉑藥物具抗藥性）、之前接受不超過2種化療療程且未曾接受過bevacizumab或其他血管內皮細胞生長因子(VEGF)抑制劑或血管內皮細胞生長因子接受器之標靶藥物(VEGF receptor-targeted agents)之復發性卵巢上皮細胞、輸卵管或原發性腹膜癌病人的治療。","注射液劑","盒裝","","","BEVACIZUMAB","台灣安進藥品有限公司","臺北市信義區松仁路100號13樓之1、之2","42657247","AMGEN MANUFACTURING LIMITED LLC","STATE ROAD 31, KM 24.6 JUNCOS, PUERTO RICO 00777-4060","","PR","原料藥製造廠;;原料藥製造廠","2024/08/20","詳見仿單",""
"衛部菌疫輸字第001117號","","","","2029/12/17","2019/12/17","菌　疫","","DHA06000111705","艾法施注射液","MVASI Solution for Injection","1.轉移性大腸直腸癌(mCRC)：(1)與含有5-fluorouracil為基礎的化學療法合併使用，可以作為轉移性大腸或直腸癌病人的第一線治療。(2)與含有5-fluorouracil/leucovorin/oxaliplatin的化學療法合併使用，可以作為先前接受過以 fluoropyrimidine為基礎的化學療法無效且未曾接受過bevacizumab治療的轉移性大腸或直腸癌病人的治療。(3)與含有fluoropyrimidine-irinotecan-或fluoropyrimidine-oxaliplatin-為基礎的化學療法合併使用，可以做為第一線已接受過以MVASI併用化療後惡化之轉移性大腸或直腸癌病人的第二線治療。2.轉移性乳癌(mBC)：與paclitaxel合併使用，可以做為HER2(-)轉移性乳癌病人的第一線治療。3.惡性神經膠質瘤(WHO第4級)-神經膠母細胞瘤：單獨使用可用於治療曾接受標準放射線治療且含temozolomide在內之化學藥物治療失敗之多型性神經膠母細胞瘤(Glioblastoma multiforme)復發之成人病人。4.晚期、轉移性或復發性非鱗狀非小細胞肺癌(NSCLC)：(1)與carboplatin及paclitaxel合併使用，可以作為無法切除的晚期、轉移性或復發性非鱗狀非小細胞肺癌病人的第一線治療。(2)併用erlotinib，可作為無法手術切除的晚期、轉移性或復發性且帶有表皮生長因子受體(EGFR)活化性突變的非鱗狀非小細胞肺癌病人的第一線治療。5.持續性、復發性或轉移性之子宮頸癌(Persistent, Recurrent, or Metastatic Cervical Cancer)：(1)與paclitaxel及cisplatin合併使用可用於治療持續性、復發性或轉移性之子宮頸癌。(2)與paclitaxel及topotecan合併使用可用於無法接受含鉑類藥物治療(platinum therapy)病人之持續性、復發性或轉移性子宮頸癌。6.卵巢上皮細胞、輸管或原發性腹膜癌(Epithelial Ovarian, Fallopian Tube or Primary Peritoneal Cancer)：(1)與carboplatin及paclitaxel合併使用，接著單獨使用MVASI，可以做為第三期或第四期卵巢上皮細胞、輸卵管或原發性腹膜癌病人接受初次手術切除後之治療。(2)與carboplatin及gemcitabine合併使用，可以做為曾接受過第一線含鉑類藥物(platinum-based)化學治療間隔至少6個月再復發（即，對含鉑藥物具感受性），且未曾接受過bevacizumab或其他血管內皮細胞生長因子(VEGF)抑制劑或血管內皮細胞生長因子接受器之標靶藥物(VEGF receptor-targeted agents)治療之復發性卵巢上皮細胞、輸卵管或原發性腹膜癌病人的治療。(3)與carboplatin及paclitaxel合併使用，接著單獨使用MVASI治療，可以做為對含鉑藥物具感受性之復發性卵巢上皮細胞、輸卵管或原發性腹膜癌病人的治療。(4)併用paclitaxel、topotecan或pegylated liposomal doxorubicin可以做為接受過含鉑類藥物(platinum-based)化療治療後6個月內再復發（即，對含鉑藥物具抗藥性）、之前接受不超過2種化療療程且未曾接受過bevacizumab或其他血管內皮細胞生長因子(VEGF)抑制劑或血管內皮細胞生長因子接受器之標靶藥物(VEGF receptor-targeted agents)之復發性卵巢上皮細胞、輸卵管或原發性腹膜癌病人的治療。","注射液劑","盒裝","","","BEVACIZUMAB","台灣安進藥品有限公司","臺北市信義區松仁路100號13樓之1、之2","42657247","AMGEN INC.","ONE AMGEN CENTER DRIVE THOUSAND OAKS CA 91320 U.S.A.","","US","原料藥製造廠;;原料藥製造廠","2024/08/20","詳見仿單",""
"衛部菌疫輸字第001117號","","","","2029/12/17","2019/12/17","菌　疫","","DHA06000111705","艾法施注射液","MVASI Solution for Injection","1.轉移性大腸直腸癌(mCRC)：(1)與含有5-fluorouracil為基礎的化學療法合併使用，可以作為轉移性大腸或直腸癌病人的第一線治療。(2)與含有5-fluorouracil/leucovorin/oxaliplatin的化學療法合併使用，可以作為先前接受過以 fluoropyrimidine為基礎的化學療法無效且未曾接受過bevacizumab治療的轉移性大腸或直腸癌病人的治療。(3)與含有fluoropyrimidine-irinotecan-或fluoropyrimidine-oxaliplatin-為基礎的化學療法合併使用，可以做為第一線已接受過以MVASI併用化療後惡化之轉移性大腸或直腸癌病人的第二線治療。2.轉移性乳癌(mBC)：與paclitaxel合併使用，可以做為HER2(-)轉移性乳癌病人的第一線治療。3.惡性神經膠質瘤(WHO第4級)-神經膠母細胞瘤：單獨使用可用於治療曾接受標準放射線治療且含temozolomide在內之化學藥物治療失敗之多型性神經膠母細胞瘤(Glioblastoma multiforme)復發之成人病人。4.晚期、轉移性或復發性非鱗狀非小細胞肺癌(NSCLC)：(1)與carboplatin及paclitaxel合併使用，可以作為無法切除的晚期、轉移性或復發性非鱗狀非小細胞肺癌病人的第一線治療。(2)併用erlotinib，可作為無法手術切除的晚期、轉移性或復發性且帶有表皮生長因子受體(EGFR)活化性突變的非鱗狀非小細胞肺癌病人的第一線治療。5.持續性、復發性或轉移性之子宮頸癌(Persistent, Recurrent, or Metastatic Cervical Cancer)：(1)與paclitaxel及cisplatin合併使用可用於治療持續性、復發性或轉移性之子宮頸癌。(2)與paclitaxel及topotecan合併使用可用於無法接受含鉑類藥物治療(platinum therapy)病人之持續性、復發性或轉移性子宮頸癌。6.卵巢上皮細胞、輸管或原發性腹膜癌(Epithelial Ovarian, Fallopian Tube or Primary Peritoneal Cancer)：(1)與carboplatin及paclitaxel合併使用，接著單獨使用MVASI，可以做為第三期或第四期卵巢上皮細胞、輸卵管或原發性腹膜癌病人接受初次手術切除後之治療。(2)與carboplatin及gemcitabine合併使用，可以做為曾接受過第一線含鉑類藥物(platinum-based)化學治療間隔至少6個月再復發（即，對含鉑藥物具感受性），且未曾接受過bevacizumab或其他血管內皮細胞生長因子(VEGF)抑制劑或血管內皮細胞生長因子接受器之標靶藥物(VEGF receptor-targeted agents)治療之復發性卵巢上皮細胞、輸卵管或原發性腹膜癌病人的治療。(3)與carboplatin及paclitaxel合併使用，接著單獨使用MVASI治療，可以做為對含鉑藥物具感受性之復發性卵巢上皮細胞、輸卵管或原發性腹膜癌病人的治療。(4)併用paclitaxel、topotecan或pegylated liposomal doxorubicin可以做為接受過含鉑類藥物(platinum-based)化療治療後6個月內再復發（即，對含鉑藥物具抗藥性）、之前接受不超過2種化療療程且未曾接受過bevacizumab或其他血管內皮細胞生長因子(VEGF)抑制劑或血管內皮細胞生長因子接受器之標靶藥物(VEGF receptor-targeted agents)之復發性卵巢上皮細胞、輸卵管或原發性腹膜癌病人的治療。","注射液劑","盒裝","","","BEVACIZUMAB","台灣安進藥品有限公司","臺北市信義區松仁路100號13樓之1、之2","42657247","IMMUNEX RHODE ISLAND CORPORATION","40 TECHNOLOGY WAY, WEST GREENWICH RHODE ISLAND 02817, USA","","US","原料藥製造廠;;原料藥製造廠","2024/08/20","詳見仿單",""
"衛部菌疫輸字第001118號","","","","2029/12/30","2019/12/30","菌　疫","","DHA06000111807","洛希隆注射劑","Rixathon Concentrate for Solution for Infusion","1、非何杰金氏淋巴瘤(1)用於復發或對化學療法有抗性之低惡度B-細胞非何杰金氏淋巴瘤的成人病人。(2)併用CVP化學療法用於未經治療之和緩性(組織型態為濾泡型)B細胞非何杰金氏淋巴瘤的成人病人。(3)併用CHOP或其他化學療法用於CD20抗原陽性之瀰漫性大型B細胞非何杰金氏淋巴瘤的成人病人。(4)用於做為濾泡性淋巴瘤成人病人對誘導療法產生反應之後的維持治療用藥。(5)與化學療法併用，用於先前未經治療之晚期CD20抗原陽性之瀰漫性大型B細胞淋巴瘤(DLBCL)、Burkitt氏淋巴瘤(BL) / Burkitt氏白血病(成熟B細胞急性白血病)(BAL)或類Burkitt氏淋巴瘤(BLL)的6個月以上至未滿18歲兒童病人。2、類風濕性關節炎(1) 與methotrexate併用，適用於治療曾接受一種(含)以上之腫瘤壞死因子(TNF)抑制療法治療但效果不彰，或無法耐受的活動性類風濕性關節炎成人病人。(2) 與methotrexate併用，經X光檢查已證實可減緩關節結構受損的進展。3、慢性淋巴球性白血病(1)適用於與fludarabine及cyclophosphamide併用，做為CD20陽性慢性淋巴球性白血病(CLL)病人的第一線用藥。(2)適用於與化學療法併用，做為復發/頑固性的CD20陽性慢性淋巴球性白血病病人的治療用藥。4、成人和兒童病人之肉芽腫性血管炎(Granulomatosis with Polyangiitis, GPA)(Wegener’s肉芽腫症)及顯微多發性血管炎(Microscopic Polyangiitis, MPA)：與葡萄糖皮質素(glucocorticoids)併用，適用於治療2歲以上兒童及成人病人之肉芽腫性血管炎(GPA，亦稱為韋格納肉芽腫症)及顯微多發性血管炎(MPA)。5. 尋常性天疱瘡(Pemphigus Vulgaris, PV):本品與葡萄糖皮質素(glucocorticoids)併用，適用於治療中度至重度尋常性天疱瘡(PV)的成人病人。","注射液劑","盒裝","","","Rituximab","台灣山德士藥業股份有限公司","臺北市中山區民生東路3段2號8樓","90003886","Novartis Pharmaceutical Manufacturing GmbH","Biochemiestraße 10, 6336 Langkampfen, Austria","","AT","原料藥製造廠","2025/09/18","詳見仿單",""
"衛部菌疫輸字第001118號","","","","2029/12/30","2019/12/30","菌　疫","","DHA06000111807","洛希隆注射劑","Rixathon Concentrate for Solution for Infusion","1、非何杰金氏淋巴瘤(1)用於復發或對化學療法有抗性之低惡度B-細胞非何杰金氏淋巴瘤的成人病人。(2)併用CVP化學療法用於未經治療之和緩性(組織型態為濾泡型)B細胞非何杰金氏淋巴瘤的成人病人。(3)併用CHOP或其他化學療法用於CD20抗原陽性之瀰漫性大型B細胞非何杰金氏淋巴瘤的成人病人。(4)用於做為濾泡性淋巴瘤成人病人對誘導療法產生反應之後的維持治療用藥。(5)與化學療法併用，用於先前未經治療之晚期CD20抗原陽性之瀰漫性大型B細胞淋巴瘤(DLBCL)、Burkitt氏淋巴瘤(BL) / Burkitt氏白血病(成熟B細胞急性白血病)(BAL)或類Burkitt氏淋巴瘤(BLL)的6個月以上至未滿18歲兒童病人。2、類風濕性關節炎(1) 與methotrexate併用，適用於治療曾接受一種(含)以上之腫瘤壞死因子(TNF)抑制療法治療但效果不彰，或無法耐受的活動性類風濕性關節炎成人病人。(2) 與methotrexate併用，經X光檢查已證實可減緩關節結構受損的進展。3、慢性淋巴球性白血病(1)適用於與fludarabine及cyclophosphamide併用，做為CD20陽性慢性淋巴球性白血病(CLL)病人的第一線用藥。(2)適用於與化學療法併用，做為復發/頑固性的CD20陽性慢性淋巴球性白血病病人的治療用藥。4、成人和兒童病人之肉芽腫性血管炎(Granulomatosis with Polyangiitis, GPA)(Wegener’s肉芽腫症)及顯微多發性血管炎(Microscopic Polyangiitis, MPA)：與葡萄糖皮質素(glucocorticoids)併用，適用於治療2歲以上兒童及成人病人之肉芽腫性血管炎(GPA，亦稱為韋格納肉芽腫症)及顯微多發性血管炎(MPA)。5. 尋常性天疱瘡(Pemphigus Vulgaris, PV):本品與葡萄糖皮質素(glucocorticoids)併用，適用於治療中度至重度尋常性天疱瘡(PV)的成人病人。","注射液劑","盒裝","","","Rituximab","台灣山德士藥業股份有限公司","臺北市中山區民生東路3段2號8樓","90003886","LEK PHARMACEUTICALS D.D., SLOVENIA","VEROVSKOVA 57, SI-1526 LJUBLJANA, SLOVENIA","","SI","原料藥製造廠","2025/09/18","詳見仿單",""
